CATEGORY,COMMON.NAME,STATE,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION.DATE,OBSERVER.ID,SAMPLING.EVENT.IDENTIFIER,GROUP.IDENTIFIER,SPECIES.COMMENTS,year,month,daym,source,group.id
species,Black Kite,Karnataka,,"Dhorimna road Netrad, XPC8+J4X, EPIP Zone, Brookefield, Bengaluru, Karnataka 560066, India",12.9716158,77.7154541,3/21/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,3,21,ARRC,
species,White-cheeked Barbet,Karnataka,,"Devasandra Layout, 2HF7+FCF, BSSE, Mathikere, Bengaluru, Karnataka 560012, India",13.0236814,77.5636195,3/21/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,3,21,ARRC,
species,Black Kite,Karnataka,,"202AC, 1st Floor, 3rd A Cross Road, 2nd Main, East of NGEF Layout, Kasturi Nagar, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043, India",13.0045133,77.6602583,3/26/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,3,26,ARRC,
species,White-cheeked Barbet,Karnataka,,"9, Tank Rd, Halasuru, Hermit Colony, Cox Town, Bengaluru, Karnataka 560042, India",12.9875779,77.6208232,3/30/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,3,30,ARRC,
species,House Crow,Karnataka,,"XJFM+P9G, 6th Main Rd, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038, India",12.9744426,77.6334901,4/3/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,3,ARRC,
species,House Crow,Karnataka,,"2J45+9MQ, Bangaragiri Layout, Devara Jeevanahalli, Bengaluru, Karnataka 560045, India",13.0059502,77.6098838,4/3/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,3,ARRC,
species,Brahminy Kite,Karnataka,,"2JF8+4GF, Gandhi Nagar, Kadugondanahalli, Bengaluru, Karnataka 560045, India",13.0228079,77.616247,4/7/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,7,ARRC,
species,White-cheeked Barbet,Karnataka,,"2, 10th Main Rd, Whitefield, Palm Meadows, Siddapura, Bengaluru, Karnataka 560066, India",12.9597333,77.7361133,4/9/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,9,ARRC,
species,Black Kite,Karnataka,,"402, 2nd A Cross Rd, Pilla Reddy Nagar, OMBR Layout, Bennigana Halli, Bengaluru, Karnataka 560043, India",13.0060769,77.6514461,4/15/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,15,ARRC,
species,Rose-ringed Parakeet,Karnataka,,"9/1, near Regenta Place, Cunningham Road Bengaluru, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",12.9843687,77.6005971,4/17/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,17,ARRC,
species,Black Kite,Karnataka,,"501, 5th Floor Smart Plaza, Coles Rd, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",12.9951479,77.6144525,4/22/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,22,ARRC,
species,Rose-ringed Parakeet,Karnataka,,"298, GF 2, 6th Main Road, Defence Colony, Indiranagar, Indiranagar, Bengaluru, Karnataka 560038, India",12.9737887,77.6423371,4/23/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,23,ARRC,
species,Indian Peafowl,Karnataka,,"134, 5th Cross Rd, Doctors Layout, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560043, India",13.006662,77.65611149,4/24/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,24,ARRC,
species,Spotted Dove,Karnataka,,"2, Hutchins Rd, Thomas Town, Cooke Town, Bengaluru, Karnataka 560084, India",13.007276,77.6242752,4/26/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,26,ARRC,
species,Indian Pitta,Karnataka,,"Administrative Office, District Office Rd, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560009, India",12.9703593,77.5854319,4/26/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,4,26,ARRC,
species,White-cheeked Barbet,Karnataka,,"165, High Grounds, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",12.9863564,77.5884982,5/2/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,5,2,ARRC,
species,Asian Koel,Karnataka,,"Manyata Tech Park 1 Block-A, DadaMastan Layout, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045, India",13.0446191,77.6163459,5/3/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,5,3,ARRC,
species,Asian Koel,Karnataka,,"836, 24th Cross Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102, India",12.9085983,77.6334033,5/3/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,5,3,ARRC,
species,Asian Koel,Karnataka,,"XJ73+JVG, Wellington St, Richmond Town, Bengaluru, Karnataka 560025, India",12.9641556,77.6046526,5/5/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,5,5,ARRC,
species,White-cheeked Barbet,Karnataka,,"2HJP+M2G, Kundamalli, Sanjayanagara, Bengaluru, Karnataka 560024, India",13.0313792,77.5850273,5/9/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,5,9,ARRC,
species,Red-whiskered bulbul,Karnataka,,"69, Bellary Rd, Dena Bank Colony, Ganganagar, Bengaluru, Karnataka 560024, India",13.0565179,77.5942443,5/10/2023,"Avian and Reptile Rehabilitation Centre, Bengaluru (ARRC)",,,Collision,2023,5,10,ARRC,
species,Little Spiderhunter,Assam,,Kaziranga,,,8/6/2023,Sudarshan Shaw,,,,2023,8,6,iNaturalist,https://www.inaturalist.org/observations/179867129
species,Great Barbet,Himachal Pradesh,,"Kullu, Gandhinagar",,,9/29/2023,Stephen Aitken,,,,2023,9,29,iNaturalist,https://www.inaturalist.org/observations/186256051
species,Rosy Starling,Gujarat,,Surat,,,2/5/2022,Indian Express,,,,2022,2,5,iNaturalist,https://www.inaturalist.org/observations/106960261
,Asian Koel,Karnataka,Bengaluru,J P Nagar,NA,NA,8/22/2018,PfA,NA,NA,Head Injury,2018,8,22,NA,NA
,Barn Owl,Karnataka,Bengaluru,Jalbhavan Layout,NA,NA,9/23/2018,PfA,NA,NA,Bleeding in the mouth and left eye,2018,9,23,NA,NA
,Barn Owl,Karnataka,Bengaluru,Mysore road,NA,NA,10/3/2018,PfA,NA,NA,Crashed down near RV Boys' Hostel,2018,10,3,NA,NA
,Indian Pitta,Karnataka,Bengaluru,Basaveshwaranagar,NA,NA,10/12/2018,PfA,NA,NA,"Head injury, dead on the same day",2018,10,12,NA,NA
,Barn Owl,Karnataka,Bengaluru,Siddarthanagar,NA,NA,11/24/2018,PfA,NA,NA,"Head injury & Fallen down from height, dehydrated",2018,11,24,NA,NA
,Indian Scops-Owl,Karnataka,Bengaluru,"SJBIT College, Uttarhalli",NA,NA,2/23/2019,PfA,NA,NA,Hit by a vehicle,2019,2,23,NA,NA
,Black Kite,Karnataka,Bengaluru,"9 block , Jayanagar",NA,NA,2/24/2019,PfA,NA,NA,Hit to the wall,2019,2,24,NA,NA
,Black Kite,Karnataka,Bengaluru,Kamakya BSK,NA,NA,2/28/2019,PfA,NA,NA,Hit by the vehilce and neck is injured,2019,2,28,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Bhoomika layout,NA,NA,2/28/2019,PfA,NA,NA,Hit the wall by flying,2019,2,28,NA,NA
,Shikra,Karnataka,Bengaluru,Kalyanagar,NA,NA,3/22/2019,PfA,NA,NA,Hit by a tree,2019,3,22,NA,NA
,Black Kite,Karnataka,Bengaluru,Rajajinagar,NA,NA,4/8/2019,PfA,NA,NA,Hit by a vehicle,2019,4,8,NA,NA
,House Crow,Karnataka,Bengaluru,Basaveshwaranagar,NA,NA,5/16/2019,PfA,NA,NA,Head is injured,2019,5,16,NA,NA
,Asian Koel,Karnataka,Bengaluru,Rajajinagar,NA,NA,5/16/2019,PfA,NA,NA,Hit by the car,2019,5,16,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Hanumanthnagar,NA,NA,8/1/2019,PfA,NA,NA,Head injury,2019,8,1,NA,NA
,Black Kite,Karnataka,Bengaluru,Nagarsandra,NA,NA,9/9/2019,PfA,NA,NA,Hit by a vehicle,2019,9,9,NA,NA
,Black Kite,Karnataka,Bengaluru,Mysore road,NA,NA,2/21/2020,PfA,NA,NA,Head injury,2020,2,21,NA,NA
,Indian Pond-Heron,Karnataka,Bengaluru,Kalyana nagar,NA,NA,5/2/2020,PfA,NA,NA,Head Injury and blood in the mouth,2020,5,2,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,JP nagar,NA,NA,5/14/2020,PfA,NA,NA,Head Injury,2020,5,14,NA,NA
,House Crow,Karnataka,Bengaluru,Prashanth Nagar,NA,NA,5/21/2020,PfA,NA,NA,Head Injury,2020,5,21,NA,NA
,House Crow,Karnataka,Bengaluru,Udaypura,NA,NA,5/26/2020,PfA,NA,NA,Head Injury,2020,5,26,NA,NA
,Asian Koel,Karnataka,Bengaluru,JP Nagar,NA,NA,6/1/2020,PfA,NA,NA,Beak injury,2020,6,1,NA,NA
,Asian Koel,Karnataka,Bengaluru,RR Nagar,NA,NA,6/7/2020,PfA,NA,NA,Head Injury,2020,6,7,NA,NA
,Common Myna,Karnataka,Bengaluru,Sathashiv Nagar,NA,NA,6/28/2020,PfA,NA,NA,Head Injury,2020,6,28,NA,NA
,House Crow,Karnataka,Bengaluru,Basweshwara nagar,NA,NA,7/20/2020,PfA,NA,NA,Head Injury,2020,7,20,NA,NA
,Black Kite,Karnataka,Bengaluru,Dattathreyanagar,NA,NA,4/10/2021,PfA,NA,NA,Head Injury,2021,4,10,NA,NA
,White-throated Kingfisher,Karnataka,Bengaluru,Binnypete,NA,NA,4/26/2021,PfA,NA,NA,Head Injury,2021,4,26,NA,NA
,House Crow,Karnataka,Bengaluru,Basaweshwaranagar,NA,NA,5/5/2021,PfA,NA,NA,Head Injury,2021,5,5,NA,NA
,Large-billed Crow,Karnataka,Bengaluru,Mahalakshmi layout,NA,NA,5/11/2021,PfA,NA,NA,Head Injury,2021,5,11,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Chennamanakere,NA,NA,5/15/2021,PfA,NA,NA,Head Injury,2021,5,15,NA,NA
,House Crow,Karnataka,Bengaluru,Vijaynagar,NA,NA,5/24/2021,PfA,NA,NA,Head Injury,2021,5,24,NA,NA
,White-throated Kingfisher,Karnataka,Bengaluru,RR nagar,NA,NA,5/28/2021,PfA,NA,NA,Head Injury,2021,5,28,NA,NA
,Large-billed Crow ,Karnataka,Bengaluru,Kurubarahalli,NA,NA,5/28/2021,PfA,NA,NA,Head Injury,2021,5,28,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Karubelle,NA,NA,6/6/2021,PfA,NA,NA,Spinal Injury,2021,6,6,NA,NA
,House Crow,Karnataka,Bengaluru,MG Railway colony,NA,NA,6/16/2021,PfA,NA,NA,Head Injury,2021,6,16,NA,NA
,Black Kite,Karnataka,Bengaluru,Sri nagar,NA,NA,6/21/2021,PfA,NA,NA,Head Injury,2021,6,21,NA,NA
,Common Myna ,Karnataka,Bengaluru,Padmanabhanagar,NA,NA,6/26/2021,PfA,NA,NA,Legs Paralyzed,2021,6,26,NA,NA
,Common Myna ,Karnataka,Bengaluru,Chikkalasandra,NA,NA,6/29/2021,PfA,NA,NA,Vehicle collision,2021,6,29,NA,NA
,Large-billed Crow,Karnataka,Bengaluru,Banashankari,NA,NA,7/3/2021,PfA,NA,NA,Head Injury,2021,7,3,NA,NA
,Asian Koel ,Karnataka,Bengaluru,Vijaynagar,NA,NA,7/9/2021,PfA,NA,NA,Head Injury,2021,7,9,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,BSK 3rd stage,NA,NA,8/4/2021,PfA,NA,NA,Head Injured,2021,8,4,NA,NA
,Spotted Dove,Karnataka,Bengaluru,Kasuvanahalli,NA,NA,8/18/2021,PfA,NA,NA,Head Injury,2021,8,18,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Chamrajpete,NA,NA,8/28/2021,PfA,NA,NA,Vehicle cross over,2021,8,28,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Vijaynagar,NA,NA,9/13/2021,PfA,NA,NA,Head Injury,2021,9,13,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Nagrkhari,NA,NA,11/8/2021,PfA,NA,NA,Head Injury,2021,11,8,NA,NA
,Barn Owl ,Karnataka,Bengaluru,Kengeri ,NA,NA,2/1/2022,PfA,NA,NA,Head Injury,2022,2,1,NA,NA
,House Crow,Karnataka,Bengaluru,J P Nagar,NA,NA,4/15/2022,PfA,NA,NA,Head Injury,2022,4,15,NA,NA
,House Crow,Karnataka,Bengaluru,J P Nagar,NA,NA,4/16/2022,PfA,NA,NA,Head Injury,2022,4,16,NA,NA
,Greater Coucal,Karnataka,Bengaluru,Vasanthpur,NA,NA,4/17/2022,PfA,NA,NA,Injured by car,2022,4,17,NA,NA
,Asian Koel,Karnataka,Bengaluru,Svasa homes,NA,NA,5/28/2022,PfA,NA,NA,Head injured,2022,5,28,NA,NA
,Rufous Treepie,Karnataka,Bengaluru,Machuhalli,NA,NA,6/10/2022,PfA,NA,NA,Head injury,2022,6,10,NA,NA
,Large-billed Crow,Karnataka,Bengaluru,Sarjapur road,NA,NA,6/11/2022,PfA,NA,NA,Leg Paralyzed,2022,6,11,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Brundavan nagar,NA,NA,6/15/2022,PfA,NA,NA,Head injured,2022,6,15,NA,NA
,Asian Koel,Karnataka,Bengaluru,Dayanandalli,NA,NA,7/4/2022,PfA,NA,NA,Head injured,2022,7,4,NA,NA
,House Crow,Karnataka,Bengaluru,Basvangudi,NA,NA,7/30/2022,PfA,NA,NA,Beak Injured,2022,7,30,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,BSK 1st stage,NA,NA,8/10/2022,PfA,NA,NA,Head injured,2022,8,10,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Vijayanagar,NA,NA,8/13/2022,PfA,NA,NA,Paralysed,2022,8,13,NA,NA
,House Crow,Karnataka,Bengaluru,Mysore road,NA,NA,8/14/2022,PfA,NA,NA,Head injured,2022,8,14,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Govipuram,NA,NA,8/18/2022,PfA,NA,NA,Head injured,2022,8,18,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,BSK 1st stage,NA,NA,8/27/2022,PfA,NA,NA,Head injured,2022,8,27,NA,NA
,Common Myna,Karnataka,Bengaluru,Bhuvaneshwari nagar,NA,NA,9/3/2022,PfA,NA,NA,Beak Injured,2022,9,3,NA,NA
,House Crow,Karnataka,Bengaluru,Lalbagh,NA,NA,9/11/2022,PfA,NA,NA,Head Injury,2022,9,11,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Girinagar,NA,NA,9/20/2022,PfA,NA,NA,Head Injury,2022,9,20,NA,NA
,Asian Koel,Karnataka,Bengaluru,Hanumanth nagar,NA,NA,9/22/2022,PfA,NA,NA,Body paralyzed,2022,9,22,NA,NA
,Indian Pitta,Karnataka,Bengaluru,JP Nagar,NA,NA,9/29/2022,PfA,NA,NA,Paralyzed,2022,9,29,NA,NA
,Purple Sunbird,Karnataka,Bengaluru,Jayanagar,NA,NA,10/2/2022,PfA,NA,NA,Head injury,2022,10,2,NA,NA
,Black Kite,Karnataka,Bengaluru,Malathahalli,NA,NA,10/7/2022,PfA,NA,NA,Head injury,2022,10,7,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Srinidhi layout,NA,NA,10/15/2022,PfA,NA,NA,Head injury,2022,10,15,NA,NA
,Scaly-breasted Munia,Karnataka,Bengaluru,Jarakabande kaval,NA,NA,10/17/2022,PfA,NA,NA,Head injury,2022,10,17,NA,NA
,Black Kite,Karnataka,Bengaluru,Jayanagar,NA,NA,10/17/2022,PfA,NA,NA,Head injury,2022,10,17,NA,NA
,Scaly-breasted Munia,Karnataka,Bengaluru,Kengeri,NA,NA,10/23/2022,PfA,NA,NA,Leg paralyzed,2022,10,23,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Rajajinagar,NA,NA,10/30/2022,PfA,NA,NA,Head injury,2022,10,30,NA,NA
,Large-billed Crow,Karnataka,Bengaluru,Basaveshwarnagar,NA,NA,10/30/2022,PfA,NA,NA,Paralyzed,2022,10,30,NA,NA
,Black Kite,Karnataka,Bengaluru,RR nagar,NA,NA,11/2/2022,PfA,NA,NA,Head injury,2022,11,2,NA,NA
,Asian Koel,Karnataka,Bengaluru,Kengeri,NA,NA,11/4/2022,PfA,NA,NA,Head injury,2022,11,4,NA,NA
,Black-headed Ibis,Karnataka,Bengaluru,Uttarahalli,NA,NA,11/5/2022,PfA,NA,NA,Head injury,2022,11,5,NA,NA
,Black Kite,Karnataka,Bengaluru,Vidhyarthi Bhavan,NA,NA,11/12/2022,PfA,NA,NA,Head injury,2022,11,12,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Armane nagar,NA,NA,11/14/2022,PfA,NA,NA,Head injury,2022,11,14,NA,NA
,Blue-faced Malkoha,Karnataka,Bengaluru,Bannerghatta road,NA,NA,11/22/2022,PfA,NA,NA,Head injury,2022,11,22,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,VV Puram,NA,NA,11/27/2022,PfA,NA,NA,Head injury,2022,11,27,NA,NA
,Common Hawk-Cuckoo,Karnataka,Bengaluru,Srinivaspura,NA,NA,12/9/2022,PfA,NA,NA,Head injury,2022,12,9,NA,NA
,House Crow,Karnataka,Bengaluru,Rajajinagar,NA,NA,12/24/2022,PfA,NA,NA,Paralysed,2022,12,24,NA,NA
,Black Kite,Karnataka,Bengaluru,Yarab nagar,NA,NA,12/31/2022,PfA,NA,NA,Head injury,2022,12,31,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Sriram nagar,NA,NA,1/1/2023,PfA,NA,NA,Head injury,2023,1,1,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Rajajinagar,NA,NA,1/3/2023,PfA,NA,NA,Head injury,2023,1,3,NA,NA
,Indian Golden Oriole,Karnataka,Bengaluru,Shantinagar,NA,NA,1/5/2023,PfA,NA,NA,Head injury,2023,1,5,NA,NA
,Black Kite,Karnataka,Bengaluru,Chandra layout,NA,NA,1/17/2023,PfA,NA,NA,Head injury,2023,1,17,NA,NA
,Indian White-eye,Karnataka,Bengaluru,JP nagar,NA,NA,1/18/2023,PfA,NA,NA,Head injury,2023,1,18,NA,NA
,Barn owl,Karnataka,Bengaluru,JP nagar,NA,NA,1/23/2023,PfA,NA,NA,Head injury,2023,1,23,NA,NA
,Indian Pond-Heron,Karnataka,Bengaluru,Nagarbhavi,NA,NA,1/26/2023,PfA,NA,NA,Head injury,2023,1,26,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Vittal nagar,NA,NA,1/26/2023,PfA,NA,NA,Head injury,2023,1,26,NA,NA
,Asian Koel,Karnataka,Bengaluru,BTM layout,NA,NA,1/28/2023,PfA,NA,NA,Head injury,2023,1,28,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,BSK 2nd stage,NA,NA,1/28/2023,PfA,NA,NA,Head injury,2023,1,28,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,WTC ,NA,NA,2/1/2023,PfA,NA,NA,Head injury,2023,2,1,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Jnanabharathi police station ,NA,NA,2/7/2023,PfA,NA,NA,Head injury,2023,2,7,NA,NA
,House Crow,Karnataka,Bengaluru,BSK 3rd stage,NA,NA,2/27/2023,PfA,NA,NA,Head injury,2023,2,27,NA,NA
,House Crow,Karnataka,Bengaluru,BSK 2nd stage,NA,NA,2/28/2023,PfA,NA,NA,Head injury,2023,2,28,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Ashoke nagar,NA,NA,3/2/2023,PfA,NA,NA,Head injury,2023,3,2,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Devanahalli,NA,NA,3/2/2023,PfA,NA,NA,Head injury,2023,3,2,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Hegganahalli,NA,NA,3/11/2023,PfA,NA,NA,Head injury,2023,3,11,NA,NA
,White-breasted Waterhen,Karnataka,Bengaluru,RR nagar,NA,NA,3/16/2023,PfA,NA,NA,Head injury,2023,3,16,NA,NA
,Cattle Egret,Karnataka,Bengaluru,Kengeri,NA,NA,3/18/2023,PfA,NA,NA,Head injury,2023,3,18,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Varthur,NA,NA,3/18/2023,PfA,NA,NA,Head injury,2023,3,18,NA,NA
,Black Kite,Karnataka,Bengaluru,Gayatri nagar,NA,NA,3/23/2023,PfA,NA,NA,Head injury,2023,3,23,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Chamarajpete,NA,NA,3/24/2023,PfA,NA,NA,Head injury,2023,3,24,NA,NA
,Barn owl,Karnataka,Bengaluru,Bannerghatte road,NA,NA,3/26/2023,PfA,NA,NA,Head injury,2023,3,26,NA,NA
,Spotted Dove,Karnataka,Bengaluru,Sapthagiri county,NA,NA,3/27/2023,PfA,NA,NA,Head injury,2023,3,27,NA,NA
,Indian Pond-Heron,Karnataka,Bengaluru,Nagasandra,NA,NA,3/30/2023,PfA,NA,NA,Head injury,2023,3,30,NA,NA
,Black Kite,Karnataka,Bengaluru,Girinagar,NA,NA,4/1/2023,PfA,NA,NA,Head injury,2023,4,1,NA,NA
,Black Kite,Karnataka,Bengaluru,Shanthi nagar,NA,NA,4/9/2023,PfA,NA,NA,Head injury,2023,4,9,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Padmanabhnagar,NA,NA,4/12/2023,PfA,NA,NA,Head injury,2023,4,12,NA,NA
,Black Kite,Karnataka,Bengaluru,JP nagar,NA,NA,4/13/2023,PfA,NA,NA,Head injury,2023,4,13,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Vinayaka layout,NA,NA,4/17/2023,PfA,NA,NA,Head injury,2023,4,17,NA,NA
,Indian Pitta,Karnataka,Bengaluru,Mahalakshmi layout,NA,NA,4/22/2023,PfA,NA,NA,Head injury,2023,4,22,NA,NA
,Black Kite,Karnataka,Bengaluru,Wilson garden,NA,NA,4/27/2023,PfA,NA,NA,Head injury,2023,4,27,NA,NA
,House Crow,Karnataka,Bengaluru,Attiguppe,NA,NA,4/28/2023,PfA,NA,NA,Head injury,2023,4,28,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Vijayanagar,NA,NA,4/28/2023,PfA,NA,NA,Head injury,2023,4,28,NA,NA
,House Crow,Karnataka,Bengaluru,JP nagar ,NA,NA,4/28/2023,PfA,NA,NA,Head injury,2023,4,28,NA,NA
,Red-whiskered Bulbul,Karnataka,Bengaluru,Kamalanagar,NA,NA,5/2/2023,PfA,NA,NA,Head injury,2023,5,2,NA,NA
,Indian Pitta,Karnataka,Bengaluru,Arekere,NA,NA,5/2/2023,PfA,NA,NA,Head injury,2023,5,2,NA,NA
,Green Warbler,Karnataka,Bengaluru,Rajajinagar,NA,NA,5/5/2023,PfA,NA,NA,Glass Collision,2023,5,5,NA,NA
,Indian Pitta,Karnataka,Bengaluru,Thyagaraj nagar,NA,NA,5/9/2023,PfA,NA,NA,Glass Collision,2023,5,9,NA,NA
,Common Myna,Karnataka,Bengaluru,Vijayanagar,NA,NA,5/10/2023,PfA,NA,NA,Head injury,2023,5,10,NA,NA
,White-browed Wagtail,Karnataka,Bengaluru,GKVK,NA,NA,5/12/2023,PfA,NA,NA,Head injury,2023,5,12,NA,NA
,Black Kite,Karnataka,Bengaluru,Vijayanagar,NA,NA,5/14/2023,PfA,NA,NA,Head injury,2023,5,14,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Uttarahalli,NA,NA,5/23/2023,PfA,NA,NA,Head injury,2023,5,23,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Byadarahalli,NA,NA,5/26/2023,PfA,NA,NA,Head injury,2023,5,26,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Kaggalipura police,NA,NA,5/26/2023,PfA,NA,NA,Head injury,2023,5,26,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,RR nagar,NA,NA,5/30/2023,PfA,NA,NA,Head injury,2023,5,30,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,T Dasarahalli,NA,NA,6/3/2023,PfA,NA,NA,Met with accident,2023,6,3,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,ISI Bengaluru,NA,NA,6/12/2023,PfA,NA,NA,Head injury,2023,6,12,NA,NA
,Black Kite,Karnataka,Bengaluru,Kengeri,NA,NA,6/16/2023,PfA,NA,NA,Head injury,2023,6,16,NA,NA
,Common Myna,Karnataka,Bengaluru,JP nagar 1st phase,NA,NA,6/16/2023,PfA,NA,NA,Head injury,2023,6,16,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Malleswaram,NA,NA,6/19/2023,PfA,NA,NA,Head injury,2023,6,19,NA,NA
,Common Myna,Karnataka,Bengaluru,Goodearth Malhar,NA,NA,6/19/2023,PfA,NA,NA,Head injury,2023,6,19,NA,NA
,Black Kite,Karnataka,Bengaluru,Ejipura,NA,NA,6/22/2023,PfA,NA,NA,Head injury,2023,6,22,NA,NA
,Black-headed Ibis,Karnataka,Bengaluru,Rupena Agrahara,NA,NA,6/23/2023,PfA,NA,NA,Head injury,2023,6,23,NA,NA
,Large-billed Crow,Karnataka,Bengaluru,Rajajinagar,NA,NA,6/24/2023,PfA,NA,NA,Head injury,2023,6,24,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Jalahalli  ,NA,NA,6/27/2023,PfA,NA,NA,Head injury,2023,6,27,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Padmanabhnagar,NA,NA,6/29/2023,PfA,NA,NA,Head injury,2023,6,29,NA,NA
,Black-crowned night heron,Karnataka,Bengaluru,Magadi road,NA,NA,6/30/2023,PfA,NA,NA,Head injury,2023,6,30,NA,NA
,Red-whiskered Bulbul,Karnataka,Bengaluru,Girinagar,NA,NA,7/8/2023,PfA,NA,NA,Head injury,2023,7,8,NA,NA
,Red-whiskered Bulbul,Karnataka,Bengaluru,Basaveshwar nagar,NA,NA,7/8/2023,PfA,NA,NA,Head injury,2023,7,8,NA,NA
,Spotted Owlet,Karnataka,Bengaluru,Srinagar,NA,NA,7/14/2023,PfA,NA,NA,Head injury,2023,7,14,NA,NA
,Red-whiskered Bulbul,Karnataka,Bengaluru,Vidtaranyapura,NA,NA,7/14/2023,PfA,NA,NA,Head injury,2023,7,14,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Girinagar,NA,NA,7/15/2023,PfA,NA,NA,Head injury,2023,7,15,NA,NA
