"COMMON.NAME","SCIENTIFIC.NAME"
"White-bellied Sea-Eagle","Haliaeetus leucogaster"
"Painted Sandgrouse","Pterocles indicus"
"Asian Dowitcher","Limnodromus semipalmatus"
"Painted Spurfowl","Galloperdix lunulata"
"Small Niltava","Niltava macgrigoriae"
"Black-and-orange Flycatcher","Ficedula nigrorufa"
"Himalayan Rubythroat","Calliope pectoralis"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys"
"Large Niltava","Niltava grandis"
"Asian Emerald Cuckoo","Chrysococcyx maculatus"
"Mongolian Finch","Bucanetes mongolicus"
"Golden-headed Cisticola","Cisticola exilis"
"Flavescent Bulbul","Pycnonotus flavescens"
"Rufescent Prinia","Prinia rufescens"
"Pale Sand Martin","Riparia diluta"
"Yellow-browed Tit","Sylviparus modestus"
"Hill Pigeon","Columba rupestris"
"White-naped Tit","Machlolophus nuchalis"
"Blue-breasted Quail","Synoicus chinensis"
"Black-backed Forktail","Enicurus immaculatus"
"Whimbrel","Numenius phaeopus"
"Bar-tailed Godwit","Limosa lapponica"
"Snow Pigeon","Columba leuconota"
"Eurasian Jay","Garrulus glandarius"
"Malabar Lark","Galerida malabarica"
"Goldcrest","Regulus regulus"
"Laggar Falcon","Falco jugger"
"White-tailed Eagle","Haliaeetus albicilla"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris"
"Rufous-fronted Prinia","Prinia buchanani"
"Maroon Oriole","Oriolus traillii"
"Common Merganser","Mergus merganser"
"Crested Bunting","Emberiza lathami"
"Long-billed Thrush","Zoothera monticola"
"Greater Yellownape","Chrysophlegma flavinucha"
"Wallcreeper","Tichodroma muraria"
"Pied Wheatear","Oenanthe pleschanka"
"Mount Victoria Babax","Ianthocincla woodi"
"Jungle Nightjar","Caprimulgus indicus"
"Twite","Linaria flavirostris"
"White-winged Tern","Chlidonias leucopterus"
"Greater Short-toed Lark","Calandrella brachydactyla"
"Common Swift","Apus apus"
"Common Buzzard","Buteo buteo"
"Black-headed Bunting","Emberiza melanocephala"
"Crested Goshawk","Accipiter trivirgatus"
"Red-headed Bunting","Emberiza bruniceps"
"Barred Warbler","Sylvia nisoria"
"White-rumped Needletail","Zoonavena sylvatica"
"Spotted Laughingthrush","Ianthocincla ocellata"
"Rufous Woodpecker","Micropternus brachyurus"
"Bengal Bushlark","Mirafra assamica"
"Great Rosefinch","Carpodacus rubicilla"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Lesser Crested Tern","Thalasseus bengalensis"
"Sandwich Tern","Thalasseus sandvicensis"
"White-bellied Treepie","Dendrocitta leucogastra"
"Lesser Coucal","Centropus bengalensis"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Pale-legged Leaf Warbler","Phylloscopus tenellipes"
"Eurasian Oystercatcher","Haematopus ostralegus"
"Variable Wheatear","Oenanthe picata"
"Himalayan Bluetail","Tarsiger rufilatus"
"White-spectacled Warbler","Phylloscopus intermedius"
"Bonelli's Eagle","Aquila fasciata"
"Pale-headed Woodpecker","Gecinulus grantia"
"Green Shrike-Babbler","Pteruthius xanthochlorus"
"Gray-throated Babbler","Stachyris nigriceps"
"Watercock","Gallicrex cinerea"
"Chestnut-capped Babbler","Timalia pileata"
"Green-crowned Warbler","Phylloscopus burkii"
"Yellow-vented Warbler","Phylloscopus cantator"
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis"
"Black-naped Tern","Sterna sumatrana"
"Striated Bulbul","Pycnonotus striatus"
"White-naped Yuhina","Yuhina bakeri"
"Yellow-bellied Prinia","Prinia flaviventris"
"Gray-sided Thrush","Turdus feae"
"White-browed Bush-Robin","Tarsiger indicus"
"White-tailed Robin","Myiomela leucura"
"Black-and-yellow Grosbeak","Mycerobas icterioides"
"Scarlet Finch","Carpodacus sipahi"
"Golden Babbler","Cyanoderma chrysaeum"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Fire-tailed Myzornis","Myzornis pyrrhoura"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Lesser Flamingo","Phoeniconaias minor"
"Chestnut-eared Bunting","Emberiza fucata"
"Eurasian Jackdaw","Corvus monedula"
"Mistle Thrush","Turdus viscivorus"
"Red-billed Leiothrix","Leiothrix lutea"
"Thick-billed Warbler","Arundinax aedon"
"Jerdon's Courser","Rhinoptilus bitorquatus"
"Sykes's Warbler","Iduna rama"
"Striated Babbler","Turdoides earlei"
"Bohemian Waxwing","Bombycilla garrulus"
"Dark-rumped Rosefinch","Carpodacus edwardsii"
"White-tailed Stonechat","Saxicola leucurus"
"Golden Bush-Robin","Tarsiger chrysaeus"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Eurasian Nutcracker","Nucifraga caryocatactes"
"Daurian Redstart","Phoenicurus auroreus"
"Blue-naped Pitta","Hydrornis nipalensis"
"Water Rail","Rallus aquaticus"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Hodgson's Treecreeper","Certhia hodgsoni"
"Slender-billed Vulture","Gyps tenuirostris"
"Chinese Rubythroat","Calliope tschebaiewi"
"White-bellied Redstart","Luscinia phaenicuroides"
"Slaty-backed Forktail","Enicurus schistaceus"
"Marbled Teal","Marmaronetta angustirostris"
"Yellow-breasted Greenfinch","Chloris spinoides"
"Common Flameback","Dinopium javanense"
"Isabelline Shrike","Lanius isabellinus"
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris"
"Sultan Tit","Melanochlora sultanea"
"Black Baza","Aviceda leuphotes"
"Nepal House-Martin","Delichon nipalense"
"Himalayan Flameback","Dinopium shorii"
"Hill Swallow","Hirundo domicola"
"Solitary Snipe","Gallinago solitaria"
"Pied Thrush","Geokichla wardii"
"Sind Sparrow","Passer pyrrhonotus"
"Black-breasted Thrush","Turdus dissimilis"
"Yellow-billed Chough","Pyrrhocorax graculus"
"White-crowned Penduline-Tit","Remiz coronatus"
"Eurasian Woodcock","Scolopax rusticola"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Gray Sibia","Heterophasia gracilis"
"Lesser Fish-Eagle","Haliaeetus humilis"
"Black-throated Prinia","Prinia atrogularis"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Great Eared-Nightjar","Lyncornis macrotis"
"Rufous-breasted Bush-Robin","Tarsiger hyperythrus"
"Striated Grassbird","Megalurus palustris"
"Gray-crested Tit","Lophophanes dichrous"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Sooty Tern","Onychoprion fuscatus"
"Silver-eared Mesia","Leiothrix argentauris"
"Striolated Bunting","Emberiza striolata"
"Blanford's Snowfinch","Montifringilla blanfordi"
"Beautiful Nuthatch","Sitta formosa"
"Great Slaty Woodpecker","Mulleripicus pulverulentus"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Hume's Bush Warbler","Horornis brunnescens"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Yellow Bittern","Ixobrychus sinensis"
"Eurasian Hobby","Falco subbuteo"
"Speckled Wood-Pigeon","Columba hodgsonii"
"Brambling","Fringilla montifringilla"
"Blue-winged Laughingthrush","Trochalopteron squamatum"
"Brown Wood-Owl","Strix leptogrammica"
"Plain Flowerpecker","Dicaeum minullum"
"Blyth's Rosefinch","Carpodacus grandis"
"Assam Laughingthrush","Trochalopteron chrysopterum"
"Whistler's Warbler","Phylloscopus whistleri"
"Maroon-backed Accentor","Prunella immaculata"
"Spot-winged Rosefinch","Carpodacus rodopeplus"
"Robin Accentor","Prunella rubeculoides"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Gray-chinned Minivet","Pericrocotus solaris"
"Mrs. Gould's Sunbird","Aethopyga gouldiae"
"Nilgiri Pipit","Anthus nilghiriensis"
"Marsh Babbler","Pellorneum palustre"
"Gray Nightjar","Caprimulgus jotaka"
"Himalayan Monal","Lophophorus impejanus"
"Cheer Pheasant","Catreus wallichii"
"Ibisbill","Ibidorhyncha struthersii"
"Corn Crake","Crex crex"
"Reed Bunting","Emberiza schoeniclus"
"Upland Buzzard","Buteo hemilasius"
"Greater Hoopoe-Lark","Alaemon alaudipes"
"Pallas's Grasshopper-Warbler","Locustella certhiola"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Rosy Minivet","Pericrocotus roseus"
"Black-faced Bunting","Emberiza spodocephala"
"Rufous-vented Laughingthrush","Ianthocincla gularis"
"Brooks's Leaf Warbler","Phylloscopus subviridis"
"Ferruginous Flycatcher","Muscicapa ferruginea"
"Alpine Accentor","Prunella collaris"
"Common Ringed Plover","Charadrius hiaticula"
"Hooded Pitta","Pitta sordida"
"White-throated Tit","Aegithalos niveogularis"
"Tawny Lark","Galerida deva"
"Chestnut Thrush","Turdus rubrocanus"
"Dark-breasted Rosefinch","Procarduelis nipalensis"
"Eyebrowed Thrush","Turdus obscurus"
"White-browed Piculet","Sasia ochracea"
"Oriental Hobby","Falco severus"
"Besra","Accipiter virgatus"
"Carrion Crow","Corvus corone"
"Black-throated Parrotbill","Suthora nipalensis"
"Rufous-backed Sibia","Minla annectens"
"Black-backed Dwarf-Kingfisher","Ceyx erithaca"
"Broad-billed Warbler","Tickellia hodgsoni"
"Olive-backed Sunbird","Cinnyris jugularis"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Yellow-throated Fulvetta","Schoeniparus cinereus"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"White-browed Bushchat","Saxicola macrorhynchus"
"Cream-colored Courser","Cursorius cursor"
"Kashmir Flycatcher","Ficedula subrubra"
"Black-naped Oriole","Oriolus chinensis"
"Blyth's Shrike-Babbler","Pteruthius aeralatus"
"Jerdon's Babbler","Chrysomma altirostre"
"Abbott's Babbler","Turdinus abbotti"
"Eurasian Magpie","Pica pica"
"Andaman Serpent-Eagle","Spilornis elgini"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Sri Lanka Frogmouth","Batrachostomus moniliger"
"Rufous-headed Parrotbill","Psittiparus bakeri"
"Black-faced Laughingthrush","Trochalopteron affine"
"Alpine Thrush","Zoothera mollissima"
"Smoky Warbler","Phylloscopus fuligiventer"
"Greater Adjutant","Leptoptilos dubius"
"Common Quail","Coturnix coturnix"
"Pale Blue Flycatcher","Cyornis unicolor"
"Orange Bullfinch","Pyrrhula aurantiaca"
"Common Green-Magpie","Cissa chinensis"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor"
"Spot-throated Babbler","Pellorneum albiventre"
"Palani Laughingthrush","Montecincla fairbanki"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Masked Finfoot","Heliopais personatus"
"Silver-breasted Broadbill","Serilophus lunatus"
"Eurasian Linnet","Linaria cannabina"
"Pygmy Cupwing","Pnoepyga pusilla"
"Blue Pitta","Hydrornis cyaneus"
"Asian Desert Warbler","Sylvia nana"
"Spot-winged Grosbeak","Mycerobas melanozanthos"
"Common Redstart","Phoenicurus phoenicurus"
"Brown Noddy","Anous stolidus"
"Gray-necked Bunting","Emberiza buchanani"
"Long-billed Wren-Babbler","Napothera malacoptila"
"Collared Treepie","Dendrocitta frontalis"
"Stripe-throated Yuhina","Yuhina gularis"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Brown Skua","Stercorarius antarcticus"
"Pacific Swallow","Hirundo tahitica"
"Himalayan Cutia","Cutia nipalensis"
"Golden-throated Barbet","Psilopogon franklinii"
"Crow-billed Drongo","Dicrurus annectens"
"Streaked Shearwater","Calonectris leucomelas"
"Crimson-browed Finch","Carpodacus subhimachalus"
"Arctic Tern","Sterna paradisaea"
"Himalayan Quail","Ophrysia superciliosa"
"Collared Falconet","Microhierax caerulescens"
"Blyth's Pipit","Anthus godlewskii"
"Persian Wheatear","Oenanthe chrysopygia"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Blossom-headed Parakeet","Psittacula roseata"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Brown Accentor","Prunella fulvescens"
"Spotted Sandgrouse","Pterocles senegallus"
"White-crowned Forktail","Enicurus leschenaulti"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Streaked Wren-Babbler","Turdinus brevicaudatus"
"Small Buttonquail","Turnix sylvaticus"
"Dalmatian Pelican","Pelecanus crispus"
"Ortolan Bunting","Emberiza hortulana"
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris"
"Pink-headed Duck","Rhodonessa caryophyllacea"
"Himalayan Owl","Strix nivicolum"
"Great Myna","Acridotheres grandis"
"Buff-throated Warbler","Phylloscopus subaffinis"
"Asian House-Martin","Delichon dasypus"
"Red Crossbill","Loxia curvirostra"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Andaman Drongo","Dicrurus andamanensis"
"Andaman Flowerpecker","Dicaeum virescens"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Blunt-winged Warbler","Acrocephalus concinens"
"Black-eared Shrike-Babbler","Pteruthius melanotis"
"Common Wood-Pigeon","Columba palumbus"
"White-throated Needletail","Hirundapus caudacutus"
"Sri Lanka Bay-Owl","Phodilus assimilis"
"Painted Bush-Quail","Perdicula erythrorhyncha"
"Hooded Crow","Corvus cornix"
"European Roller","Coracias garrulus"
"Little Gull","Hydrocoloeus minutus"
"Ashy Minivet","Pericrocotus divaricatus"
"Yellow-rumped Flycatcher","Ficedula zanthopygia"
"Slaty-bellied Tesia","Tesia olivea"
"Himalayan Shortwing","Brachypteryx cruralis"
"Brown Bullfinch","Pyrrhula nipalensis"
"Nicobar Pigeon","Caloenas nicobarica"
"Large Scimitar-Babbler","Megapomatorhinus hypoleucos"
"Ruddy Kingfisher","Halcyon coromanda"
"Eared Grebe","Podiceps nigricollis"
"Malayan Night-Heron","Gorsachius melanolophus"
"Short-eared Owl","Asio flammeus"
"Pied Falconet","Microhierax melanoleucos"
"Brown Parrotbill","Cholornis unicolor"
"Himalayan Snowcock","Tetraogallus himalayensis"
"Green Peafowl","Pavo muticus"
"Buff-breasted Babbler","Pellorneum tickelli"
"White-nest Swiftlet","Aerodramus fuciphagus"
"Red-necked Stint","Calidris ruficollis"
"Red-necked Grebe","Podiceps grisegena"
"Lesser Gray Shrike","Lanius minor"
"Plume-toed Swiftlet","Collocalia affinis"
"Nicobar Scrubfowl","Megapodius nicobariensis"
"Western Tragopan","Tragopan melanocephalus"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum"
"Bengal Florican","Houbaropsis bengalensis"
"Andaman Bulbul","Brachypodius fuscoflavescens"
"Dark-rumped Swift","Apus acuticauda"
"Asian Glossy Starling","Aplonis panayensis"
"Baer's Pochard","Aythya baeri"
"Swamp Grass Babbler","Laticilla cinerascens"
"Spotted Bush Warbler","Locustella thoracica"
"Spanish Sparrow","Passer hispaniolensis"
"Streaked Rosefinch","Carpodacus rubicilloides"
"Nilgiri Laughingthrush","Montecincla cachinnans"
"Common Grasshopper-Warbler","Locustella naevia"
"Whooper Swan","Cygnus cygnus"
"Blyth's Swift","Apus leuconyx"
"Pin-tailed Sandgrouse","Pterocles alchata"
"Tawny Owl","Strix aluco"
"Jerdon's Baza","Aviceda jerdoni"
"Little Bustard","Tetrax tetrax"
"Swinhoe's Snipe","Gallinago megala"
"Andaman Shama","Copsychus albiventris"
"Andaman Boobook","Ninox affinis"
"Pacific Reef-Heron","Egretta sacra"
"Andaman Treepie","Dendrocitta bayleii"
"Rusty-bellied Shortwing","Brachypteryx hyperythra"
"Rufous-vented Tit","Periparus rubidiventris"
"Blue-eared Kingfisher","Alcedo meninting"
"Nilgiri Sholakili","Sholicola major"
"White-tailed Tropicbird","Phaethon lepturus"
"White-winged Grosbeak","Mycerobas carnipes"
"Black-bellied Sandgrouse","Pterocles orientalis"
"Rufous-necked Hornbill","Aceros nipalensis"
"Chestnut Munia","Lonchura atricapilla"
"Water Pipit","Anthus spinoletta"
"Lesser Cuckoo","Cuculus poliocephalus"
"Eurasian Siskin","Spinus spinus"
"Collared Scops-Owl","Otus lettia"
"Bristled Grassbird","Chaetornis striata"
"Nilgiri Thrush","Zoothera neilgherriensis"
"Andaman Teal","Anas albogularis"
"Black-browed Tit","Aegithalos iouschistos"
"Rufous-vented Yuhina","Yuhina occipitalis"
"White-gorgeted Flycatcher","Anthipes monileger"
"White-tailed Flycatcher","Cyornis concretus"
"Cachar Bulbul","Iole cacharensis"
"Kashmir Nuthatch","Sitta cashmirensis"
"Hume's Wheatear","Oenanthe albonigra"
"Saunders's Tern","Sternula saundersi"
"Stripe-breasted Woodpecker","Dendrocopos atratus"
"Blood Pheasant","Ithaginis cruentus"
"Collared Grosbeak","Mycerobas affinis"
"White-bellied Sholakili","Sholicola albiventris"
"Mew Gull","Larus canus"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Collared Pratincole","Glareola pratincola"
"Red-throated Thrush","Turdus ruficollis"
"Freckle-breasted Woodpecker","Dendrocopos analis"
"Mountain Bamboo-Partridge","Bambusicola fytchii"
"Trumpeter Finch","Bucanetes githagineus"
"Sykes's Nightjar","Caprimulgus mahrattensis"
"Great Snipe","Gallinago media"
"Common Chaffinch","Fringilla coelebs"
"Red-necked Phalarope","Phalaropus lobatus"
"Tawny Fish-Owl","Ketupa flavipes"
"Rusty-capped Fulvetta","Schoeniparus dubius"
"Gray-sided Laughingthrush","Ianthocincla caerulata"
"European Bee-eater","Merops apiaster"
"Andaman Woodpecker","Dryocopus hodgei"
"Collared Myna","Acridotheres albocinctus"
"Kashmir Nutcracker","Nucifraga multipunctata"
"Mountain Tailorbird","Phyllergates cucullatus"
"Slaty-backed Flycatcher","Ficedula erithacus"
"Red-fronted Rosefinch","Carpodacus puniceus"
"Chestnut-crowned Bush Warbler","Cettia major"
"White-breasted Parrotbill","Psittiparus ruficeps"
"Spot-breasted Laughingthrush","Garrulax merulinus"
"Tibetan Sandgrouse","Syrrhaptes tibetanus"
"Bank Swallow","Riparia riparia"
"Himalayan White-browed Rosefinch","Carpodacus thura"
"Rufous-faced Warbler","Abroscopus albogularis"
"Spotted Elachura","Elachura formosa"
"Sociable Lapwing","Vanellus gregarius"
"Collared Kingfisher","Todiramphus chloris"
"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa"
"Siberian Thrush","Geokichla sibirica"
"Long-billed Plover","Charadrius placidus"
"Lesser Kestrel","Falco naumanni"
"Crested Finchbill","Spizixos canifrons"
"Andaman Green-Pigeon","Treron chloropterus"
"Sooty Gull","Ichthyaetus hemprichii"
"Pied Imperial-Pigeon","Ducula bicolor"
"Grandala","Grandala coelicolor"
"Striated Yuhina","Yuhina castaniceps"
"Blue-fronted Robin","Cinclidium frontale"
"Sikkim Treecreeper","Certhia discolor"
"Tibetan Blackbird","Turdus maximus"
"Great Bittern","Botaurus stellaris"
"White-browed Tit-Warbler","Leptopoecile sophiae"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Greater Whitethroat","Sylvia communis"
"Chestnut-breasted Partridge","Arborophila mandellii"
"Black-headed Shrike-Babbler","Pteruthius rufiventer"
"Tundra Swan","Cygnus columbianus"
"Rock Sparrow","Petronia petronia"
"Blyth's Kingfisher","Alcedo hercules"
"Sapphire Flycatcher","Ficedula sapphira"
"White-throated Bushchat","Saxicola insignis"
"White-faced Storm-Petrel","Pelagodroma marina"
"Lanceolated Warbler","Locustella lanceolata"
"Andaman Coucal","Centropus andamanensis"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Tibetan Lark","Melanocorypha maxima"
"Greater White-fronted Goose","Anser albifrons"
"Long-tailed Thrush","Zoothera dixoni"
"Boreal Owl","Aegolius funereus"
"Yellow-bellied Flowerpecker","Dicaeum melanozanthum"
"Indian Grassbird","Graminicola bengalensis"
"Andaman Wood-Pigeon","Columba palumboides"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Purple Cochoa","Cochoa purpurea"
"Manchurian Bush Warbler","Horornis canturians"
"Long-billed Dowitcher","Limnodromus scolopaceus"
"Pine Bunting","Emberiza leucocephalos"
"Swinhoe's Storm-Petrel","Oceanodroma monorhis"
"Mute Swan","Cygnus olor"
"Brown-winged Kingfisher","Pelargopsis amauroptera"
"Clicking Shrike-Babbler","Pteruthius intermedius"
"White-throated Redstart","Phoenicurus schisticeps"
"Long-eared Owl","Asio otus"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Red-tailed Tropicbird","Phaethon rubricauda"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"Garden Warbler","Sylvia borin"
"Black Noddy","Anous minutus"
"Spotted Flycatcher","Muscicapa striata"
"Ashambu Laughingthrush","Montecincla meridionalis"
"European Turtle-Dove","Streptopelia turtur"
"Oriental Reed Warbler","Acrocephalus orientalis"
"White-cheeked Tit","Aegithalos leucogenys"
"Chestnut-backed Laughingthrush","Ianthocincla nuchalis"
"Brown Booby","Sula leucogaster"
"Blyth's Tragopan","Tragopan blythii"
"Coral-billed Scimitar-Babbler","Pomatorhinus ferruginosus"
"Slaty-legged Crake","Rallina eurizonoides"
"Russet Bush Warbler","Locustella mandelli"
"Tibetan Partridge","Perdix hodgsoniae"
"Large-billed Reed Warbler","Acrocephalus orinus"
"Blanford's Rosefinch","Agraphospiza rubescens"
"Gray-headed Parrotbill","Psittiparus gularis"
"Tibetan Serin","Spinus thibetanus"
"Black-bellied Storm-Petrel","Fregetta tropica"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Amur Falcon","Falco amurensis"
"Snow Partridge","Lerwa lerwa"
"Broad-tailed Grassbird","Schoenicola platyurus"
"Barau's Petrel","Pterodroma baraui"
"Rufous-backed Redstart","Phoenicurus erythronotus"
"Hume's Treecreeper","Certhia manipurensis"
"Slender-billed Babbler","Turdoides longirostris"
"Red-flanked Bluetail","Tarsiger cyanurus"
"Caspian Plover","Charadrius asiaticus"
"Pale-capped Pigeon","Columba punicea"
"Mandarin Duck","Aix galericulata"
"Andaman Scops-Owl","Otus balli"
"Moustached Warbler","Acrocephalus melanopogon"
"Great Reed Warbler","Acrocephalus arundinaceus"
"Chestnut Bunting","Emberiza rutila"
"Spotted Crake","Porzana porzana"
"Arctic Loon","Gavia arctica"
"Striated Swallow","Cecropis striolata"
"Brown Hornbill","Anorrhinus austeni"
"Rufous-throated Fulvetta","Schoeniparus rufogularis"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Dark-sided Thrush","Zoothera marginata"
"Red-faced Liocichla","Liocichla phoenicea"
"Fulvous Parrotbill","Suthora fulvifrons"
"Yellow-eyed Pigeon","Columba eversmanni"
"Eurasian Golden Oriole","Oriolus oriolus"
"Pacific Swift","Apus pacificus"
"Brown Bush Warbler","Locustella luteoventris"
"Red-footed Falcon","Falco vespertinus"
"Manipur Bush-Quail","Perdicula manipurensis"
"Sclater's Monal","Lophophorus sclateri"
"Gray-crowned Prinia","Prinia cinereocapilla"
"Rufous-tailed Rock-Thrush","Monticola saxatilis"
"Tawny-breasted Wren-Babbler","Spelaeornis longicaudatus"
"Red Phalarope","Phalaropus fulicarius"
"West Himalayan Bush Warbler","Locustella kashmirensis"
"Snowy-throated Babbler","Stachyris oglei"
"Little Crake","Zapornia parva"
"Nicobar Imperial-Pigeon","Ducula nicobarica"
"Plain Leaf Warbler","Phylloscopus neglectus"
"Hypocolius","Hypocolius ampelinus"
"Song Thrush","Turdus philomelos"
"Lesser Frigatebird","Fregata ariel"
"Claudia's Leaf Warbler","Phylloscopus claudiae"
"Masked Booby","Sula dactylatra"
"Black-browed Reed Warbler","Acrocephalus bistrigiceps"
"Dusky Thrush","Turdus eunomus"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Australasian Grass-Owl","Tyto longimembris"
"Golden-crested Myna","Ampeliceps coronatus"
"Pallid Scops-Owl","Otus brucei"
"Pale-footed Bush Warbler","Urosphena pallidipes"
"Chinese Francolin","Francolinus pintadeanus"
"Oriental Plover","Charadrius veredus"
"Merlin","Falco columbarius"
"Beach Thick-knee","Esacus magnirostris"
"Japanese Quail","Coturnix japonica"
"Satyr Tragopan","Tragopan satyra"
"Red Kite","Milvus milvus"
"Eyebrowed Wren-Babbler","Napothera epilepidota"
"Sedge Warbler","Acrocephalus schoenobaenus"
"Long-billed Bush Warbler","Locustella major"
"Lesser Shortwing","Brachypteryx leucophris"
"Gray-headed Bullfinch","Pyrrhula erythaca"
"Wood Snipe","Gallinago nemoricola"
"Nicobar Parakeet","Psittacula caniceps"
"Gray-bellied Wren-Babbler","Spelaeornis reptatus"
"Green Cochoa","Cochoa viridis"
"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus"
"Streak-throated Barwing","Actinodura waldeni"
"Two-barred Warbler","Phylloscopus plumbeitarsus"
"South Polar Skua","Stercorarius maccormicki"
"Sind Woodpecker","Dendrocopos assimilis"
"Chinese Leaf Warbler","Phylloscopus yunnanensis"
"Smew","Mergellus albellus"
"Andaman Crake","Rallina canningi"
"Arctic Warbler","Phylloscopus borealis"
"Red-throated Pipit","Anthus cervinus"
"Narcondam Hornbill","Rhyticeros narcondami"
"Oriental Bay-Owl","Phodilus badius"
"Hawfinch","Coccothraustes coccothraustes"
"Eurasian Skylark","Alauda arvensis"
"Azure Tit","Cyanistes cyanus"
"Legge's Hawk-Eagle","Nisaetus kelaarti"
"Jerdon's Bushchat","Saxicola jerdoni"
"Sillem's Rosefinch","Carpodacus sillemi"
"Sharp-tailed Sandpiper","Calidris acuminata"
"Ludlow's Fulvetta","Fulvetta ludlowi"
"Yellowhammer","Emberiza citrinella"
"Nicobar Serpent-Eagle","Spilornis klossi"
"Andaman Cuckooshrike","Coracina dobsoni"
"Rufous-vented Grass Babbler","Laticilla burnesii"
"Lesser Noddy","Anous tenuirostris"
"Eastern Marsh-Harrier","Circus spilonotus"
"Immaculate Cupwing","Pnoepyga immaculata"
"Buff-breasted Sandpiper","Calidris subruficollis"
"Silver-backed Needletail","Hirundapus cochinchinensis"
"Vinaceous Rosefinch","Carpodacus vinaceus"
"Ward's Trogon","Harpactes wardi"
"Great Parrotbill","Conostoma aemodium"
"Caspian Gull","Larus cachinnans"
"Gould's Shortwing","Brachypteryx stellata"
"Banasura Laughingthrush","Montecincla jerdoni"
"Black-tailed Crake","Zapornia bicolor"
"Tundra Bean-Goose","Anser serrirostris"
"American Pipit","Anthus rubescens"
"Hill Blue Flycatcher","Cyornis banyumas"
"White-cheeked Tern","Sterna repressa"
"Bridled Tern","Onychoprion anaethetus"
"Cetti's Warbler","Cettia cetti"
"Greater Scaup","Aythya marila"
"Roseate Tern","Sterna dougallii"
"Red-tailed Shrike","Lanius phoenicuroides"
"Andaman Cuckoo-Dove","Macropygia rufipennis"
"Parasitic Jaeger","Stercorarius parasiticus"
"Yellow-rumped Honeyguide","Indicator xanthonotus"
"Pomarine Jaeger","Stercorarius pomarinus"
"Red-billed Tropicbird","Phaethon aethereus"
"Forest Owlet","Athene blewitti"
"Red-billed Scimitar-Babbler","Pomatorhinus ochraceiceps"
"Chestnut-vented Nuthatch","Sitta nagaensis"
"Goliath Heron","Ardea goliath"
"Flesh-footed Shearwater","Ardenna carneipes"
"Black-legged Kittiwake","Rissa tridactyla"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Rusty-throated Wren-Babbler","Spelaeornis badeigularis"
"White-breasted Woodswallow","Artamus leucorynchus"
"Chestnut-cheeked Starling","Agropsar philippensis"
